,filename,link,id
300,Ronald_Harshaw.csv,https://www.twitter.com/HarshawForMO1,HarshawForMO1
301,Shelley_Skellington.csv,https://www.twitter.com/Skellin1Shelley,Skellin1Shelley
302,Patricia_Cotham.csv,https://www.twitter.com/triciacotham,triciacotham
303,Erin_Cruz.csv,https://www.twitter.com/RealErinCruz,RealErinCruz
304,Brian_Friend.csv,https://www.twitter.com/BrianFriend2022,BrianFriend2022
305,Alessandra_Biaggi.csv,https://www.twitter.com/Biaggi4NY,Biaggi4NY
306,Bob_Carr.csv,https://www.twitter.com/BobCarrUSSenate,BobCarrUSSenate
307,Christina_Hale.csv,https://www.twitter.com/HaleIndy,HaleIndy
308,Nathan_Dahm.csv,https://www.twitter.com/NathanDahm,NathanDahm
309,Donald_Cole.csv,https://www.twitter.com/DonCole4Cong,DonCole4Cong
310,Michael_Durant.csv,https://www.twitter.com/MikeDurantAL,MikeDurantAL
311,Peter_Peckarsky.csv,https://www.twitter.com/PeckarskyForWI,PeckarskyForWI
312,Norma_Torres.csv,https://www.twitter.com/Norma4Congress,Norma4Congress
313,Theodore_Engquist.csv,https://www.twitter.com/TedEngquist,TedEngquist
314,Darshan_Patel.csv,https://www.twitter.com/PatelforNM,PatelforNM
315,John_Holm.csv,https://www.twitter.com/JohnHolm4ORD2,JohnHolm4ORD2
316,Elissa_Slotkin.csv,https://www.twitter.com/ElissaSlotkin,ElissaSlotkin
317,Isiah_James.csv,https://www.twitter.com/isiah4congress,isiah4congress
318,Steven_Holden.csv,https://www.twitter.com/believein_steve,believein_steve
319,Mark_Gamba.csv,https://www.twitter.com/mark_gamba,mark_gamba
320,Tricia_Zunker.csv,https://www.twitter.com/TriciaforWI,TriciaforWI
321,Ben_Diamond.csv,https://www.twitter.com/BenDiamondFL,BenDiamondFL
322,Conor_Halbleib.csv,https://www.twitter.com/conor_halbleib,conor_halbleib
323,Loren_Culp.csv,https://www.twitter.com/LorenCulp,LorenCulp
324,Andrew_Engdahl.csv,https://www.twitter.com/AndrewEngdahl,AndrewEngdahl
325,Steven_Daines.csv,https://www.twitter.com/DainesForMT,DainesForMT
326,Todd_Chase.csv,https://www.twitter.com/chaseforflorida,chaseforflorida
327,Andrew_Horning.csv,https://www.twitter.com/HorningCongress,HorningCongress
328,Lijun_Zhou.csv,https://www.twitter.com/lilyzhou2022,lilyzhou2022
329,Chris_Mathys.csv,https://www.twitter.com/ChrisMathysCA21,ChrisMathysCA21
330,Ann_Ashford.csv,https://www.twitter.com/Ann_Ashford,Ann_Ashford
331,Kevin_Dorlon.csv,https://www.twitter.com/kevin7dorlon,kevin7dorlon
332,Phil_Gardner.csv,https://www.twitter.com/gardnerphil,gardnerphil
333,Patricia_Ackerman.csv,https://www.twitter.com/PAckermanNV,PAckermanNV
334,Joyce_Beatty.csv,https://www.twitter.com/JoyceBeatty,JoyceBeatty
335,James_Hemphill.csv,https://www.twitter.com/HemphillOh,HemphillOh
336,Tracy_Lovvorn.csv,https://www.twitter.com/Tracy4Congress,Tracy4Congress
337,Tom_Nelson.csv,https://www.twitter.com/NelsonforWI,NelsonforWI
338,Damien_Mockus.csv,https://www.twitter.com/VoteMockus,VoteMockus
339,Lauren_Hays.csv,https://www.twitter.com/Lauren4Arkansas,Lauren4Arkansas
340,Monica_Tranel.csv,https://www.twitter.com/MonicaTranel,MonicaTranel
341,Michelle_Botelho.csv,https://www.twitter.com/mbotforcongress,mbotforcongress
342,Cherif_Gacis.csv,https://www.twitter.com/cherif4congress,cherif4congress
343,Akhenaten_Amun.csv,https://www.twitter.com/amun4senate,amun4senate
344,Darrell_Issa.csv,https://www.twitter.com/DarrellIssa,DarrellIssa
345,Garret_Graves.csv,https://www.twitter.com/garretgraves,garretgraves
346,Antoine_Tucker.csv,https://www.twitter.com/montaga,montaga
347,Jon_Chuba.csv,https://www.twitter.com/jontchuba,jontchuba
348,Kate_Schroder.csv,https://www.twitter.com/KateForCongress,KateForCongress
349,Todd_Heussner.csv,https://www.twitter.com/COLToddHeussner,COLToddHeussner
350,Al_Santos.csv,https://www.twitter.com/ALSantosFL,ALSantosFL
351,John_Emmons.csv,https://www.twitter.com/Emmons4Congress,Emmons4Congress
352,Al_Deno.csv,https://www.twitter.com/aj77deno,aj77deno
353,Charles_Dossett.csv,https://www.twitter.com/charlesforCA10,charlesforCA10
354,Clayton_Pajunas.csv,https://www.twitter.com/ClaytonPajunas,ClaytonPajunas
355,Sarah_Godlewski.csv,https://www.twitter.com/SarahforWI,SarahforWI
356,Katie_Arrington.csv,https://www.twitter.com/karringtonsc,karringtonsc
357,Scott_Sturm.csv,https://www.twitter.com/SturmNextTerm,SturmNextTerm
358,Tricia_Flanagan.csv,https://www.twitter.com/NewDayForNJ,NewDayForNJ
359,Greg_Landsman.csv,https://www.twitter.com/votelandsman,votelandsman
360,Vicki_Kraft.csv,https://www.twitter.com/VickiKraft,VickiKraft
361,Brian_Varela.csv,https://www.twitter.com/Varela4Congress,Varela4Congress
362,Timothy_Geist.csv,https://www.twitter.com/TimothyGeist,TimothyGeist
363,Brady_Duke.csv,https://www.twitter.com/bradydukefl,bradydukefl
364,Valerie_Plame.csv,https://www.twitter.com/valerieplame,valerieplame
365,Cynthia_Wirth.csv,https://www.twitter.com/cwirth4congress,cwirth4congress
366,Jeremy_Bravo.csv,https://www.twitter.com/JeremyJBravo,JeremyJBravo
367,Allison_Salinas.csv,https://www.twitter.com/Allison81821881,Allison81821881
368,Robert_Wittman.csv,https://www.twitter.com/ReElectWittman,ReElectWittman
369,Paul_Glumaz.csv,https://www.twitter.com/Glumaz4Congress,Glumaz4Congress
370,Joshua_Foxworth.csv,https://www.twitter.com/FoxworthFor14,FoxworthFor14
371,Luisa_Sonnek.csv,https://www.twitter.com/Sonnekcongress,Sonnekcongress
372,Chris_Fink.csv,https://www.twitter.com/FinkFor,FinkFor
373,Regina_Marston.csv,https://www.twitter.com/Marston4ca42,Marston4ca42
374,Amerish_Bera.csv,https://www.twitter.com/BeraForCongress,BeraForCongress
375,Glenn_Kaplan.csv,https://www.twitter.com/Glenn4congress,Glenn4congress
376,Keith_Swank.csv,https://www.twitter.com/Swank4America,Swank4America
377,Donald_Bolduc.csv,https://www.twitter.com/GenDonBolduc,GenDonBolduc
378,Patrick_Schmidt.csv,https://www.twitter.com/PatrickforKS,PatrickforKS
379,Teddy_Daniels.csv,https://www.twitter.com/TeddyForPA,TeddyForPA
380,Marcy_Kaptur.csv,https://www.twitter.com/Marcy_Kaptur,Marcy_Kaptur
381,Dina_Titus.csv,https://www.twitter.com/dinatitus,dinatitus
382,Ericka_Redic.csv,https://www.twitter.com/ErickaRedic,ErickaRedic
383,Matthew_Meade.csv,https://www.twitter.com/matthewmeadeOH,matthewmeadeOH
384,John_Bohlin.csv,https://www.twitter.com/coachbohlin,coachbohlin
385,Kevin_Caldwell.csv,https://twitter.com/Caldwell4MD6CD,Caldwell4MD6CD
386,Marie_Newman.csv,https://www.twitter.com/Marie4Congress,Marie4Congress
387,Brian_Mast.csv,https://www.twitter.com/BrianMastFL,BrianMastFL
388,Douglas_Lamborn.csv,https://www.twitter.com/DougLambornCD5,DougLambornCD5
389,Brian_Robinson.csv,https://www.twitter.com/votebrian,votebrian
390,Scott_Gryder.csv,https://www.twitter.com/ElectScottG,ElectScottG
391,Alisha_Shelton.csv,https://www.twitter.com/AlishaKShelton,AlishaKShelton
