,filename,link,id
600,Jessie_Turner.csv,https://www.twitter.com/JessieT4NVDist1,JessieT4NVDist1
601,Mehmet_Oz.csv,https://www.twitter.com/DrOz,DrOz
602,James_Sceniak.csv,https://www.twitter.com/sceniak4senate,sceniak4senate
603,Randy_Bryce.csv,https://twitter.com/IronStache,IronStache
604,Erick_Wyatt.csv,https://www.twitter.com/ErickWyatt7,ErickWyatt7
605,Shannon_Bray.csv,https://www.twitter.com/ShannonBrayNC,ShannonBrayNC
606,Matt_Larkin.csv,https://www.twitter.com/MattLarkin4WA,MattLarkin4WA
607,Selinda_Guerrero.csv,https://www.twitter.com/People4Congress,People4Congress
608,Audrey_Henson.csv,https://www.twitter.com/AudreyHensonFL,AudreyHensonFL
609,Marcus_Godfrey.csv,https://www.twitter.com/MarcusGodfrey15,MarcusGodfrey15
610,Dartanyon_Williams.csv,https://www.twitter.com/daw4us,daw4us
611,Donna_Deegan.csv,https://www.twitter.com/DonnaDeegan,DonnaDeegan
612,Fran_Flynn.csv,https://www.twitter.com/Flynnforcongres,Flynnforcongres
613,Janelle_Perez.csv,https://www.twitter.com/janellesofia,janellesofia
614,Brett_Knudsen.csv,https://www.twitter.com/3rdDem,3rdDem
615,Rikin_Mehta.csv,https://www.twitter.com/RikMehta_NJ,RikMehta_NJ
616,Andrea_Heeg.csv,https://www.twitter.com/andreaheeg,andreaheeg
617,Rostislav_Rar.csv,https://www.twitter.com/RarRostislav,RarRostislav
618,Raleigh_Bowman.csv,https://www.twitter.com/RaleighBowman,RaleighBowman
619,Ingrid_Centurion.csv,https://www.twitter.com/ingridcenturio3,ingridcenturio3
620,Cory_Gardner.csv,https://www.twitter.com/CoryGardner,CoryGardner
621,Larry_Bucshon.csv,https://www.twitter.com/DrLarryBucshon,DrLarryBucshon
622,Lance_Stewart.csv,https://www.twitter.com/Lance4TX,Lance4TX
623,Lateresa_Jones.csv,https://www.twitter.com/LateresaJonesFL,LateresaJonesFL
624,Christina_Finello.csv,https://www.twitter.com/FinelloForPA,FinelloForPA
625,Nicholas_Connors.csv,https://www.twitter.com/nicholasconnors,nicholasconnors
626,Jonathan_Mitchell.csv,https://www.twitter.com/JMitchellforTX,JMitchellforTX
627,Gary_Black.csv,https://www.twitter.com/garyblackforga,garyblackforga
628,Neal_Dunn.csv,https://www.twitter.com/DunnCampaign,DunnCampaign
629,David_Schuster.csv,https://www.twitter.com/schustercampai1,schustercampai1
630,Michelle_Beckley.csv,https://www.twitter.com/BeckleyforTX,BeckleyforTX
631,Yomi_Faparusi.csv,https://www.twitter.com/fapas4senate,fapas4senate
632,Kelly_Tshibaka.csv,https://www.twitter.com/KellyforAlaska,KellyforAlaska
633,Jason_Sigmon.csv,https://www.twitter.com/jasonxsigmon,jasonxsigmon
634,Jeanne_Shaheen.csv,https://www.twitter.com/jeanneshaheen,jeanneshaheen
635,Scott_Sifton.csv,https://www.twitter.com/ScottSifton,ScottSifton
636,Devin_Nunes.csv,https://www.twitter.com/Team_Nunes,Team_Nunes
637,Eric_Carlson.csv,https://www.twitter.com/EricCarlsonIL01,EricCarlsonIL01
638,Carol_Iannuzzi.csv,https://www.twitter.com/caroltx26,caroltx26
639,Becky_Edwards.csv,https://www.twitter.com/beckyforutah,beckyforutah
640,Christopher_Deluzio.csv,https://www.twitter.com/ChrisForPA,ChrisForPA
641,Mahesh_Ganorkar.csv,https://www.twitter.com/MaxCongress,MaxCongress
642,Denise_Hurless.csv,https://www.twitter.com/DeniseHurless3,DeniseHurless3
643,Adia_Winfrey.csv,https://www.twitter.com/drdia,drdia
644,Eric_Schmitt.csv,https://www.twitter.com/schmitt4senate,schmitt4senate
